,file_name,caption
63692,COCO_val2014_000000145149.jpg,A man with a shirt and tie just looking at the camera 
194538,COCO_val2014_000000557884.jpg,A green leafy type plant is located on a wall.
132442,COCO_val2014_000000508167.jpg,A young boy holding a Wii game controller.
28686,COCO_val2014_000000423480.jpg,A group of apples in trays next to a metal area.
134532,COCO_val2014_000000504921.jpg,A small yellow bird sitting on a tree branch . 
29110,COCO_val2014_000000504810.jpg,A large meat sandwich with a side of fries.
106105,COCO_val2014_000000330387.jpg,A baby sitting on top of a surf board on the beach. 
137955,COCO_val2014_000000053909.jpg,a picture of a cellphone on a cellphone
25628,COCO_val2014_000000150342.jpg,A person with a hooded jacket is working on a laptop while sitting on a bench in the park.
179341,COCO_val2014_000000039770.jpg,A tea kettle on a stove next to spoons and ladles. 
119313,COCO_val2014_000000319654.jpg,A man in apink shirt passing an old shop in a market
13012,COCO_val2014_000000453708.jpg,A person carrying a crate on their shoulder that is full of bananas.
1609,COCO_val2014_000000542510.jpg,A man towing a wooden wagon down a grass field.
165098,COCO_val2014_000000372203.jpg,a wood bench and post light on a sidewalk
14733,COCO_val2014_000000182503.jpg,A pizza cutter is laying next to the pizza.
134044,COCO_val2014_000000153184.jpg,The top of a giraffe's head has birds on it.
197716,COCO_val2014_000000259755.jpg,A baseball player that is sliding to a base.
96601,COCO_val2014_000000372265.jpg,A man rared back at a tennis ball with a racquet.
48455,COCO_val2014_000000006906.jpg,Two men shaking hands under a red tent.
56235,COCO_val2014_000000361172.jpg,Several plants sitting on the outside of a building.
120979,COCO_val2014_000000556246.jpg,People on skateboards are riding down a ramp.
34123,COCO_val2014_000000206751.jpg,A man eating a sandwich at a restaurant.
18680,COCO_val2014_000000343753.jpg,A group of people walking under a parking lot with skateboards.
78974,COCO_val2014_000000516408.jpg,A cat standing on two legs near a tv.
95606,COCO_val2014_000000468483.jpg,A man riding a skateboard down a sidewalk.
70368,COCO_val2014_000000421955.jpg,A group of men cutting into a celebratory cake
129725,COCO_val2014_000000246248.jpg,There are many signs and stop lights on the deserted street.
175495,COCO_val2014_000000045496.jpg,Two large sheep standing near some green trees.
186158,COCO_val2014_000000534942.jpg,A black cat is wearing a white bow tie and looking at the camera
75469,COCO_val2014_000000483050.jpg,A large bed with two lamps on either side lighting the room. 
10921,COCO_val2014_000000092115.jpg,A door on a train opened at a station.
168306,COCO_val2014_000000109894.jpg,a clock next to a group of parked cars
43788,COCO_val2014_000000523580.jpg,A single zebra grazing in a large open field.
139485,COCO_val2014_000000466263.jpg,A silver fire hydrant by a manmade path and lake
74870,COCO_val2014_000000405062.jpg,a person riding a skate board on a ledge 
115981,COCO_val2014_000000431173.jpg,Blonde woman holding a large hotdog up to her face. 
175497,COCO_val2014_000000465074.jpg,A woman with a hat is using an umbrella.
67273,COCO_val2014_000000092377.jpg,a small bird perches on the back edge of a wooden bench.
126174,COCO_val2014_000000193442.jpg,Someone is holding a doughnut with a bite taken out of it
141670,COCO_val2014_000000441472.jpg,a man snowboarding in front of a house while others watch
183070,COCO_val2014_000000568505.jpg,a bed room with a neatly made bed 
179754,COCO_val2014_000000385962.jpg,A toilet and bidet have toilet paper stacked between them.
183756,COCO_val2014_000000412879.jpg,a woman hitting a tennis ball on a tennis court
72389,COCO_val2014_000000532671.jpg,A blue motorcycle glistens in the light of a sunset.
33654,COCO_val2014_000000080357.jpg,A piece of cake is half eaten on a plate.
11544,COCO_val2014_000000135978.jpg,The view of a giraffe through some vegetation. 
147584,COCO_val2014_000000447448.jpg,The child flips his body onto the sofa.
166155,COCO_val2014_000000345979.jpg,The man is wearing a suit and a bow tie. 
13120,COCO_val2014_000000561336.jpg,A baseball game with the batter and umpire out by the pitching mound 
27051,COCO_val2014_000000517967.jpg,A picture of a woman in a good frame
133369,COCO_val2014_000000128842.jpg,A bright clean kitchen with a tile floor and basic appliances.
33185,COCO_val2014_000000147453.jpg,A bunch of very pretty umbrellas very close together.
194047,COCO_val2014_000000574135.jpg,A blurred photo of a man batting a baseball at a game.
57876,COCO_val2014_000000033532.jpg,a small bird is standing on a tree outside
44966,COCO_val2014_000000378894.jpg,Man standing on a chair looking at a computer.
107572,COCO_val2014_000000076593.jpg,Three friends relaxing with drinks at outside table.
21619,COCO_val2014_000000188044.jpg,A woman standing on a subway platform holding a piece of luggage.
170227,COCO_val2014_000000177419.jpg,A blue fire hydrant slightly rusted on a sidewalk.
129418,COCO_val2014_000000296775.jpg,A blue and green bus turning down a city road.
135697,COCO_val2014_000000490284.jpg,A dog looks at the camera while sitting on the couch.
39014,COCO_val2014_000000531299.jpg,a man standing on a skateboard in the middle of the road
39342,COCO_val2014_000000401027.jpg,"A plate of food with bread, grape tomatoes, cheese, cucumbers and sauce on it. "
84559,COCO_val2014_000000250258.jpg,Baseball players and the crowd during a baseball game.
121954,COCO_val2014_000000029934.jpg,A young girl is preparing to swing on a tennis court.
94857,COCO_val2014_000000546962.jpg,A dog is carrying a frisbee near a lake.
85240,COCO_val2014_000000144836.jpg,a lady that has a big box of doughnuts
167821,COCO_val2014_000000037717.jpg,A box is filled with brightly colored cupcakes.
140495,COCO_val2014_000000232574.jpg,A small gray elephant eating food by a fence
83913,COCO_val2014_000000503051.jpg,A woman pushing a cart filled with lots of luggage.
61139,COCO_val2014_000000578974.jpg,A woman's face sitting in front of an oven that has a pan of food in it.
157043,COCO_val2014_000000265464.jpg,several people in the ocean sitting on surf boards
178443,COCO_val2014_000000383289.jpg,A security officer using a segway as a footrest
34646,COCO_val2014_000000425702.jpg,A surfer walking on a beach holding a surfboard.
63275,COCO_val2014_000000485406.jpg,a couple of parking meters are in front of a white wall
43720,COCO_val2014_000000562370.jpg,THERE ARE TWO DOGS IN THE PARK LOOKING 
61963,COCO_val2014_000000578099.jpg,A blue and silver motorcycle parked on the sidewalk. 
54749,COCO_val2014_000000420522.jpg,A hand holding wax paper and a donut in street.
175173,COCO_val2014_000000051181.jpg,A photo of a man on a bench taken sideways 
16150,COCO_val2014_000000150685.jpg,a bowl of apples on a counter next to a stove.
101461,COCO_val2014_000000448518.jpg,A keyboard sits on a chair next to a table by the curb.
166743,COCO_val2014_000000380142.jpg,A horse looking towards a foal in a field of grass
196042,COCO_val2014_000000285968.jpg,A cat with a tiny hat on top of its head.
58164,COCO_val2014_000000441203.jpg,A rural road is occupied by farm vehicles. 
77246,COCO_val2014_000000303099.jpg,Two cats are in the bathroom sitting on the toilet.
35185,COCO_val2014_000000095841.jpg,A young man swinging a baseball bat over a base.
139848,COCO_val2014_000000441518.jpg,A man without a shirt on sitting on a couch with a laptop computer in his lap and one sitting on the floor under his feet.
187713,COCO_val2014_000000043957.jpg,"A man brandishing a knife at a cake with a caption reading ""cut the cake""."
91083,COCO_val2014_000000560143.jpg,An official watching as a woman tennis player tries to return the ball.
86868,COCO_val2014_000000077402.jpg,LEFTOVERS ON PLATES OF FOOD AND DRINK ON TABLE
15210,COCO_val2014_000000124018.jpg,A large steeple of  building with a clock built into it.
107930,COCO_val2014_000000097017.jpg,a clean bathroom with tiled walls and a sink
95255,COCO_val2014_000000015469.jpg,THERE IS A MAN THAT IS STANDING ON A BASE 
86603,COCO_val2014_000000398722.jpg,A group of young men sitting in front of laptop computers.
130674,COCO_val2014_000000089884.jpg,Two chairs under an umbrella by a pool.
39898,COCO_val2014_000000448463.jpg,A person on a tennis court about to hit the ball with the racquet.
74852,COCO_val2014_000000129812.jpg,A fuzzy picture of a man in the middle of a skiing jump
88623,COCO_val2014_000000527476.jpg,An older man holding on to a train.
161261,COCO_val2014_000000438692.jpg,A black bear sits at the base of his tree house at the zoo
107629,COCO_val2014_000000119964.jpg,A skateboarder sitting on the edge of an open field.
9030,COCO_val2014_000000416739.jpg,A bedroom that has a bed frame but no mattress. 
97713,COCO_val2014_000000289388.jpg,a man is in the bathroom flushing the toilet
159961,COCO_val2014_000000125524.jpg,A bus is slowly approaching a fire hydrant. 
116428,COCO_val2014_000000422155.jpg,A person that is going out some candles.
154765,COCO_val2014_000000452674.jpg,A black bird sits on a piece of wood.
42344,COCO_val2014_000000138979.jpg,A bus is stopped to let a passenger get on.
144944,COCO_val2014_000000230150.jpg,A dog sniffing another dog wearing a hat
171905,COCO_val2014_000000019890.jpg,Two pretty zebras grazing together near a metal structure.
7337,COCO_val2014_000000043535.jpg,a person standing really close to an elephant
43911,COCO_val2014_000000166696.jpg,a couple of men running around a baseball field
115443,COCO_val2014_000000409424.jpg,The fruit are arranges on the surface in a brown wicker basket.
152874,COCO_val2014_000000299987.jpg,A messy computer desk with a pull out shelf for mouse and keyboard
189879,COCO_val2014_000000246590.jpg,Yellow and black motorcycle parked with extra bike wheels.
93107,COCO_val2014_000000092768.jpg,A man sitting on a bench playing the guitar.
30683,COCO_val2014_000000167452.jpg,A guitar player stares suspiciously at a group of stuffed animals.
171880,COCO_val2014_000000141205.jpg,A woman sticking her tongue out to a young boy.
101572,COCO_val2014_000000223764.jpg,Young women brushing her teeth while looking into a mirror. 
80703,COCO_val2014_000000389256.jpg,Lady slicing a cake on a table with other bowls and glasses.
27791,COCO_val2014_000000544638.jpg,A dock in a city with many different types of boats that are docked. 
115886,COCO_val2014_000000572620.jpg,a man with a hat jumping a barrier with a skate board
111377,COCO_val2014_000000266892.jpg,a woman standing at the end of a tennis court holding up a racket 
83774,COCO_val2014_000000408120.jpg,A LITTLE GIRL DRESSED IN PINK ALSO HAS A PINK UMBRELLA
70113,COCO_val2014_000000421360.jpg,two people eating at a table and many people are watching them
107573,COCO_val2014_000000076593.jpg,A group of friends having drinks while sitting around a table.
46366,COCO_val2014_000000354537.jpg,The dog is sitting behind the driver's seat of a blue car. 
10565,COCO_val2014_000000225847.jpg,"A bathroom sink in front of an open window and next to a shower."
5976,COCO_val2014_000000580746.jpg,Several sheep walking or grazing on the grass. 
153412,COCO_val2014_000000273825.jpg,A Caucasian man looks up while talking on a cell phone outside.
9925,COCO_val2014_000000431746.jpg,There is a flip phone in a banana shaped case
78537,COCO_val2014_000000076149.jpg,a street sign on the street next to big ben 
167870,COCO_val2014_000000483065.jpg,man with a pizza in his hand in front of camera
84188,COCO_val2014_000000136143.jpg,A man is on a beach and is getting ready to throw a Frisbee. 
100985,COCO_val2014_000000118406.jpg,Soccer players contending over ball during a match.
142436,COCO_val2014_000000477112.jpg,A man plays a video game on Nintendo Wii.
177585,COCO_val2014_000000510103.jpg,A cone shaped cake surrounded by framed photographs.
76199,COCO_val2014_000000404367.jpg,A women who is holding a tennis racket trying to hit a tennis ball.
173854,COCO_val2014_000000506987.jpg,A person holding a cell phone in one hand and a camera in the other.
165818,COCO_val2014_000000059225.jpg,A man is cross country skiing in a field.
15824,COCO_val2014_000000097679.jpg,A couple of cars parked in a lot.
112121,COCO_val2014_000000506707.jpg,A man in a white shirt and gray pants walks toward a grassy area as kids in baseball uniforms and an umpire are near him.
47891,COCO_val2014_000000065942.jpg,A commuter Amtrak train on the tracks 
103646,COCO_val2014_000000088748.jpg,A water fountain in a garden in a sunny day.
76847,COCO_val2014_000000573605.jpg,Two wine glasses that are sitting on a table.
119757,COCO_val2014_000000028738.jpg,Cows standing in a grassy fenced in area.
104528,COCO_val2014_000000172877.jpg,A man dressed with a tie sits in a chair. 
181370,COCO_val2014_000000018699.jpg,A group if oeople gathered together to take a picture in the office
69406,COCO_val2014_000000340899.jpg,A hand holds a banana above a floor. 
16083,COCO_val2014_000000309492.jpg,A cop riding on the back of a motorcycle down a street.
145155,COCO_val2014_000000314192.jpg,An image of a stationary canadien train behind a fence. 
32951,COCO_val2014_000000001244.jpg,a person sitting on a chair over a body of water
121623,COCO_val2014_000000105011.jpg,A pretty young lady riding a red surfboard in the ocean.
102702,COCO_val2014_000000446574.jpg,A tan bathroom with a toliet and a tub.
109335,COCO_val2014_000000476856.jpg,A cat drinking milk from a cup on a nightstand.
135789,COCO_val2014_000000208450.jpg,Multiple cops riding on horseback down the street
128874,COCO_val2014_000000163746.jpg,people on the beach really close to the water
92813,COCO_val2014_000000363048.jpg,A person and their child are riding a motorcycle.
186453,COCO_val2014_000000347254.jpg,A man in a reception hall holds a drink
143592,COCO_val2014_000000140963.jpg,A crowd of people are standing at an outdoor cookout.
200733,COCO_val2014_000000579247.jpg,A street sign mounted to the side of a traffic light.
115862,COCO_val2014_000000177721.jpg,A man riding a skate board on top of a table.
14088,COCO_val2014_000000204432.jpg,A man and woman pose for a picture together
141337,COCO_val2014_000000501062.jpg,"A tomato, broccoli, and rice casserole mixed in a pan."
19218,COCO_val2014_000000201072.jpg,A man in a defensive stance with a tennis racquet.
75753,COCO_val2014_000000492990.jpg,A man holding a drink and a video game controller.
75274,COCO_val2014_000000327592.jpg,A woman with glasses eating a piece of cake.
107800,COCO_val2014_000000394659.jpg,"A kitchen is displayed, showing wooden cabinets and a blue tiled counter top."
48860,COCO_val2014_000000457097.jpg,a brown and black horse with long hair standing by some bushes and trees
157370,COCO_val2014_000000106793.jpg,A couple of children sleeping in a bed together under a blanket.
162660,COCO_val2014_000000541108.jpg,a close up of a tennis player swinging a tennis racket
35898,COCO_val2014_000000521994.jpg,A boy is standing with a surfboard on a beach.
61442,COCO_val2014_000000024112.jpg,An older Asian man smiles at the camera while a large woman eats her lunch.
40654,COCO_val2014_000000372717.jpg,A red and gray cell phone with a charm. 
192568,COCO_val2014_000000221911.jpg,"A waffled surface shows a glass with ice, an aging orange and a plate with a muffin, berries, cream cheese and spoon. "
177213,COCO_val2014_000000188946.jpg,The man is posing before he skis down the hill. 
163325,COCO_val2014_000000271977.jpg,Two vegetable pizza slices are inside of a box.
170692,COCO_val2014_000000202926.jpg,Pelicans and seagulls standing on the shoreline of a rocky beach on a sunny day. 
198093,COCO_val2014_000000239145.jpg,"A hot dog with toppings, a cheeseburger and fries on a tray."
43154,COCO_val2014_000000460147.jpg,A city street filled with lots of traffic and lined with buildings.
77894,COCO_val2014_000000255917.jpg,A cluster of traffic driving towards a capital building.
127078,COCO_val2014_000000487266.jpg,a boys tennis team sitting and posing for a picture
140100,COCO_val2014_000000418275.jpg,A young woman sleeping on a bed with a cat on the pillow next to her.
109322,COCO_val2014_000000000675.jpg,A cat licking drink out of a cup that is sitting on a table. 
21380,COCO_val2014_000000545363.jpg,A large crack in the ground that a bench has fallen into.
122269,COCO_val2014_000000116037.jpg,An baseball player is swinging at a moving ball while the catcher behind him is ready to catch it.
202470,COCO_val2014_000000000536.jpg,Three women in purple dresses on their cellphones at the same time. 
33668,COCO_val2014_000000226008.jpg,two people riding a see doo in the water
116372,COCO_val2014_000000053465.jpg,A cake welcoming someone sitting amist dishes and breads on a table.
29550,COCO_val2014_000000295956.jpg,Two women playing tennis on the tennis court 
65687,COCO_val2014_000000165225.jpg,a group of people watching a teacher show them on a screen
43565,COCO_val2014_000000267191.jpg,A man in helmet riding an elephant next to trees.
3090,COCO_val2014_000000016497.jpg,A man holding a skateboard at a skateboard park.
160482,COCO_val2014_000000567708.jpg,This is a photo of a bicycle parked at a parking meter. 
144482,COCO_val2014_000000015811.jpg,An up close picture of a giraffe with its eyes open
11443,COCO_val2014_000000154947.jpg,one sheep is standing in some tall grass
196399,COCO_val2014_000000173547.jpg,A train track with city on one side and mountain on the other.
72401,COCO_val2014_000000121430.jpg,A green vintage motorcycle from the early 20th century.
41485,COCO_val2014_000000232511.jpg,a woman and a girl are watching an old man riding on the grass
161321,COCO_val2014_000000481064.jpg,Two men standing on a lush green field playing a game of frisbee.
135405,COCO_val2014_000000309484.jpg,A person brushing a dogs teeth with an electric toothbrush.
66843,COCO_val2014_000000002139.jpg,The bike is parked in the messy room by the bed.
110752,COCO_val2014_000000451275.jpg,A lady is holding her hot dog while posing for the camera. 
170088,COCO_val2014_000000424219.jpg,"A pair of giraffes stand in a habitat, with an ostrich."
109139,COCO_val2014_000000371945.jpg,A high speed train sits in the sunlight of the train depot.
165933,COCO_val2014_000000421499.jpg,there are many cows laying in the grass 
38084,COCO_val2014_000000389419.jpg,A man talking and pointing his finger at something or someone.
155802,COCO_val2014_000000485485.jpg,Elephants stand in the shade from a tree near a building on a sunny day.
7492,COCO_val2014_000000048731.jpg,two dogs on the snow playing frisbee together
111595,COCO_val2014_000000370279.jpg,A young child stands on a board while using a video game remote.
50580,COCO_val2014_000000409542.jpg,Blurred images of people walk past a huge clock on a street.
101743,COCO_val2014_000000502220.jpg,Two women are flying a bird shaped kite.
139461,COCO_val2014_000000386032.jpg,There is a bus moving down the street.
138368,COCO_val2014_000000190951.jpg,A person is standing while holding an umbrella.
146950,COCO_val2014_000000043288.jpg,A to-go box with a chicken and cheese sub in it and a pickle and a phone.
184016,COCO_val2014_000000264625.jpg,Pink flowers in a clear vase next to a mug.
131950,COCO_val2014_000000221562.jpg,A woman sitting on her bed working on her laptop.
80616,COCO_val2014_000000092700.jpg,two females in soccer uniforms kicking a soccer ball in a field
30347,COCO_val2014_000000080714.jpg,A woman is giving a presentation with a laptop.
57968,COCO_val2014_000000173685.jpg,A man is taking a picture of a bridge.
114972,COCO_val2014_000000571219.jpg,Do you think that these might be twin elephants?
38589,COCO_val2014_000000266991.jpg,some brown and black horses some water grass bushes and trees
180747,COCO_val2014_000000475904.jpg,A white duck is swimming in the water near a boat. 
185239,COCO_val2014_000000221737.jpg,A long empty road way surrounded by wild plants.
84913,COCO_val2014_000000353989.jpg,A man falls off his skateboard and hit his head.
104680,COCO_val2014_000000104683.jpg,A stool sitting next to a white umbrella near a brick wall.
5415,COCO_val2014_000000430287.jpg,That tub is usually one found in a nursing home.
3727,COCO_val2014_000000090935.jpg,A room with steel bed frames and plastic mattresses.
64132,COCO_val2014_000000191689.jpg,A bear in the wild looking through a wire fence.
43866,COCO_val2014_000000069356.jpg,A produce vendor and a customer on a sidewalk.
169751,COCO_val2014_000000260657.jpg,These two photographs show the old sign and the new sign of this restaurant.
52659,COCO_val2014_000000461802.jpg,"People are working on something that is interesting."
129311,COCO_val2014_000000370602.jpg,A crowd of people are filing into a city bus.
5010,COCO_val2014_000000217183.jpg,A doll standing next to a vase filled with flowers and plants.
81513,COCO_val2014_000000417015.jpg,A Pringles can as a vase with a  pink carnation.
152297,COCO_val2014_000000401425.jpg,a table full of sliced up cake on paper plates
57420,COCO_val2014_000000000699.jpg,A blurry image of a stop light on a street corner.
45043,COCO_val2014_000000412440.jpg,The person hold up the piece of pizza on the plate while on a busy road.
132432,COCO_val2014_000000054358.jpg,"A empty living room area with a mat on the floor, and balloons."
98317,COCO_val2014_000000378859.jpg,A plane flies low over a barbed wire fence
70420,COCO_val2014_000000021879.jpg,Young girl on surfboard riding wave with young boys nearby looking on.
1998,COCO_val2014_000000260166.jpg,Several people are taking a ride on elephants.
193872,COCO_val2014_000000481425.jpg,A pen next to a keyboard on the table. 
3692,COCO_val2014_000000321674.jpg,A young child in a bed is hooked to an IV.
5834,COCO_val2014_000000116279.jpg,"An orange, red and grey plane flying in the sky."
83706,COCO_val2014_000000095161.jpg,a bunch of umbrellas sitting in front of a building 
97759,COCO_val2014_000000250790.jpg,a plate of food on a table next to a drink
60485,COCO_val2014_000000225238.jpg,A living area with sofas and tables and chairs.
179116,COCO_val2014_000000440212.jpg,"An omelet and toast on plates, and a cup of coffee."
51979,COCO_val2014_000000425221.jpg,A person at an airport terminal with planed in view outside of the windows.
114408,COCO_val2014_000000146836.jpg,A passenger train traveling on rail road tracks.
54995,COCO_val2014_000000228418.jpg,A child laying in bed under a blanket.
194418,COCO_val2014_000000282298.jpg,Many people at a convention inside of a large building 
160294,COCO_val2014_000000442695.jpg,Young adult male with cap sitting at his computer desk with his dog laying beside him.
98424,COCO_val2014_000000101703.jpg,A view of the Big Ben Clock tower with a tour bus riding by.
22891,COCO_val2014_000000142940.jpg,A man is holding a pink Frisbee in the grass.
154449,COCO_val2014_000000420958.jpg,A view from a window on board an airplane flying in the sky.
177451,COCO_val2014_000000345941.jpg,"A white dish that has an ice cream and cookie style dessert on it, along with powdered sugar sprinkled over it."
86132,COCO_val2014_000000141017.jpg,Girl walking towards a woman entering the kitchen.
122978,COCO_val2014_000000541345.jpg,A view of a very modern kitchen. Its a 3d drawing.
156505,COCO_val2014_000000521404.jpg,A man jumping a horse over an obstacle.
187065,COCO_val2014_000000244050.jpg,A jockey riding a horse around a track
193249,COCO_val2014_000000216677.jpg,A plate with a sandwich and a mountain dew in the back.
162208,COCO_val2014_000000155465.jpg,a women that is eating some food out of a plate
36403,COCO_val2014_000000063882.jpg,a bathroom with a pink tub and toilet and a gray tile floor
14848,COCO_val2014_000000574424.jpg,a person watching another person doing something on a computer
167282,COCO_val2014_000000299100.jpg,A colorful hot dog on a white dish with an iced beverage.
101215,COCO_val2014_000000344231.jpg,Two girls one in red the other in white playing soccer.
33182,COCO_val2014_000000278843.jpg,A man wraps his arms around two of his friends
18112,COCO_val2014_000000092644.jpg,A group of people are riding boats and jet skis.
184091,COCO_val2014_000000447449.jpg,a big building with a clock at the top of it
142631,COCO_val2014_000000181860.jpg,A man wearing a black helmet swings his baseball bat.
160425,COCO_val2014_000000133000.jpg,There is a train that is coming towards us on the rail
138477,COCO_val2014_000000390184.jpg,"Kitchen with stove, microwave oven, cabinets and counter with chairs. "
196660,COCO_val2014_000000134074.jpg,A herd of animals grazing on a lush green field.
114873,COCO_val2014_000000129175.jpg,A group of people on a gondola underneath a bridge.
83351,COCO_val2014_000000369470.jpg,A bunch of cars that are parked in front of coin meters.
105853,COCO_val2014_000000332987.jpg,A man riding on a skateboard on the pavement. 
173050,COCO_val2014_000000131617.jpg,A computer animated girl brushes her teeth while two adults watch.
98718,COCO_val2014_000000203063.jpg,Five sheep standing in the snow in a fence.
161354,COCO_val2014_000000564280.jpg,A dog is sitting on a couch by a remote.
94250,COCO_val2014_000000267625.jpg,a man wearing a hat and glasses with a tie on featuring a man with a hat and glasses
180026,COCO_val2014_000000121089.jpg,There is a large plane is flying in the sky
126691,COCO_val2014_000000186856.jpg,A group of people use plastic tubes in a swimming pool.
37224,COCO_val2014_000000273198.jpg,"a fire hydrant that has dirty, brown water inside"
179447,COCO_val2014_000000536589.jpg,a bike locked up on the side of a boat 
111985,COCO_val2014_000000001955.jpg,A pretty little girl flying a kite on a lush green field.
42574,COCO_val2014_000000150893.jpg,An MTA train next to a platform with an awning.
110444,COCO_val2014_000000452964.jpg,A young kid wearing a baseball uniform throwing a baseball. 
65541,COCO_val2014_000000394418.jpg,How high does he have to reach to hit that tennis ball?
193175,COCO_val2014_000000564726.jpg,Delicious glazed chocolate donuts resting on one another. 
143400,COCO_val2014_000000500492.jpg,a close up of a glass of wine near a bootle
180403,COCO_val2014_000000047596.jpg,A person checking papers as people board a bus.
183320,COCO_val2014_000000268670.jpg,A man with a mug and using a remote.
103115,COCO_val2014_000000325022.jpg,An airplane is parked on an airport runway.
20584,COCO_val2014_000000199634.jpg,"A kitchen with a refrigerator, microwave, counter and chairs."
193038,COCO_val2014_000000217323.jpg,there is a snowboarder that has fallen in the snow
178213,COCO_val2014_000000537860.jpg,A man and woman brushing test with window in the background.
21243,COCO_val2014_000000436162.jpg,A white van parked in a parking lot next to a forest of trees.
119645,COCO_val2014_000000042956.jpg,A cat is sleeping on a skate board.
140301,COCO_val2014_000000139455.jpg,Winter photo of cows and calves in a field of dead grass with traces on snow under the trees.
8220,COCO_val2014_000000000785.jpg,A young woman is skiing down the mountain slope. 
171409,COCO_val2014_000000503855.jpg,Black and yellow umbrellas open on the grass of a park.
16044,COCO_val2014_000000107960.jpg,"The view from a motorcyclist's point of view, looking down a street."
29075,COCO_val2014_000000577887.jpg,A partial view of a thin crust pizza with asparagus.
20018,COCO_val2014_000000148588.jpg,a big fireplace with logs burning in it
123982,COCO_val2014_000000238385.jpg,a brick city street witgh people walking around
169971,COCO_val2014_000000318778.jpg,"People and tables at a show in a display hanger, underneath a large plane."
147912,COCO_val2014_000000320524.jpg,a batter hitting a baseball during a crowded baseball game
202381,COCO_val2014_000000407646.jpg,The look on the tennis player's face telegraphs a  possible error.
160796,COCO_val2014_000000184972.jpg,A man who is wearing a tie with some words on it.
93843,COCO_val2014_000000127135.jpg,A pet pig on a cart helps deliver a political message.
175169,COCO_val2014_000000176466.jpg,A young child with rollers in her hair stands next to a fire hydrant on the side of the road in a city.
184006,COCO_val2014_000000378299.jpg,A clock that is in the middle of the building.
42248,COCO_val2014_000000282366.jpg,A bus driving down a street past some buildings.
190556,COCO_val2014_000000375449.jpg,Multiple sheep grazing in a field with mountains. 
182880,COCO_val2014_000000006460.jpg,A man is surfing and a wave is crashing
36137,COCO_val2014_000000461692.jpg,A residential bathroom with tan floor tiles and a single window.
187875,COCO_val2014_000000020992.jpg,A very cute lady holding a hot dog to her face.
8426,COCO_val2014_000000550601.jpg,Two people on skis soaring over the water.
6787,COCO_val2014_000000550452.jpg,An old red train engine pulling cars behind it
161128,COCO_val2014_000000534252.jpg,a dog laying resting next to a pile of shoes
61246,COCO_val2014_000000430760.jpg,The Big Ben clock tower sitting beneath a fog filled sky.
174898,COCO_val2014_000000156071.jpg,"A rodeo area with men in cowboy hats, rodeo clowns and an audience in the stands."
81449,COCO_val2014_000000068646.jpg,a kid is sitting in front of a laptop
136069,COCO_val2014_000000569722.jpg,a plate of some carrots greens and gravy on some dumplings
181702,COCO_val2014_000000197685.jpg,a boat that is floating across some water
117691,COCO_val2014_000000383979.jpg,Two yellow plates and one white plate filled with food.
71321,COCO_val2014_000000202343.jpg,This phone is requesting insertion of a SIM card.
128146,COCO_val2014_000000552510.jpg,Children playing soccer in a field with other children.
12753,COCO_val2014_000000255664.jpg,A dog is on the grass playing frisbee.
141191,COCO_val2014_000000158660.jpg,A bowl of bananas next to a bowl of apples on a counter.
45934,COCO_val2014_000000316031.jpg,Black and white photograph of houses and a clock tower.
45163,COCO_val2014_000000037660.jpg,Two white q-tips with cream on the tip
127951,COCO_val2014_000000108021.jpg,A pair of scissors are attached to a leash.
43059,COCO_val2014_000000262758.jpg,A yellow cat standing inside a box with tissue paper.
153180,COCO_val2014_000000424960.jpg,A woman serves a tennis ball as a crowd watches
143568,COCO_val2014_000000057072.jpg,A knife and some pieces of bread on a wooden table.
122300,COCO_val2014_000000276192.jpg,close up of a cheese crust stuffed pizza on a table
176985,COCO_val2014_000000352901.jpg,A field with vegetables such as tomatoes and cabbage being grown in it. 
185310,COCO_val2014_000000541631.jpg,A crosswalk with three lights on a street with all the streetlights on. 
52186,COCO_val2014_000000091136.jpg,A group of sheep are in the grass under trees.
20295,COCO_val2014_000000117908.jpg,The person is looking in the refrigerator while the cat looks on.
119342,COCO_val2014_000000057879.jpg,A crooked one way sign pointing into the ground
45882,COCO_val2014_000000349678.jpg,"The clock tower that has a sign saying ""Go By Train"" is surrounded by greenery."
182382,COCO_val2014_000000291209.jpg,A man walking on top of a baseball field wearing a catchers mitt.
26511,COCO_val2014_000000102858.jpg,An old fashioned bench is sitting on the sidewalk.
4348,COCO_val2014_000000028655.jpg,A clock stands on the corner of a quiet street.
158665,COCO_val2014_000000402802.jpg,A woman sitting at a table with a little girl.
37099,COCO_val2014_000000200212.jpg,A trio of transit buses riding on a street.
46914,COCO_val2014_000000051167.jpg,A bus parked on the side of the road letting passengers on. 
160948,COCO_val2014_000000309964.jpg,Two people smile as they sit on coolers under a huge umbrella.
165145,COCO_val2014_000000113001.jpg,A street car and a bus going in opposite directions on the street 
151343,COCO_val2014_000000039081.jpg,A person walking their dog on the beach.
87874,COCO_val2014_000000091909.jpg,A police car driving from a traffic light onto a road.
169453,COCO_val2014_000000467675.jpg,A cat is hissing in the bathroom on the counter.
72865,COCO_val2014_000000575403.jpg,"White sheep graze, and rest in a green field."
186216,COCO_val2014_000000175729.jpg,A gray amd white cat walking between potted plants.
195333,COCO_val2014_000000576136.jpg,A puppy eating dog food out of a metal dog bowl.
